price_total,price_unit,area,ratio,age,Floor,Height,Building_layout
"1,735",32.8,52.92,55.54,7,16,24,3
"1,545",30.6,50.49,55.54,9,4,24,4
836,26.1,32.08,57,4,7,15,2
798,24.3,32.83,57.3,6,3,15,2
980,28,34.99,60.48,5,9,15,2
680,29.8,22.8,53.12,3,9,15,2
820,35.2,23.3,59.34,6,9,15,2
"1,000",32,31.25,59.09,6,9,15,2
"1,350",34.7,38.87,61.38,6,9,15,3
640,28.1,22.8,53.12,3,5,15,2
"1,190",36.3,32.83,57.3,6,8,15,2
580,32.4,17.93,58.52,6,6,15,2
932,29.3,31.76,56.99,5,6,15,2
910,28.7,31.76,56.99,4,6,15,2
830,23.3,35.69,60.86,2,11,15,2
968,29.9,32.36,60.61,6,12,15,2
"1,240",31.8,39.02,61.35,3,15,15,3
863,24.4,35.32,45.6,3,14,15,2
"1,240",30.9,40.14,61.52,4,4,15,3
750,20.5,36.59,64.85,31,3,12,3
515,19.1,26.94,65.46,30,6,12,2
340,12.6,26.94,65.46,30,6,12,2
840,22.2,37.88,72.2,32,9,12,3
460,21.3,21.64,66.37,29,10,12,2
360,20.4,17.62,64.42,30,10,12,2
770,19.5,39.41,66.74,30,12,12,4
340,17.9,18.97,60.44,28,12,12,2
360,19,18.97,60.44,28,3,12,2
306,12.4,24.71,64.95,26,3,12,2
406,11.3,36.02,62.79,29,3,12,3
228,11.6,19.69,58.13,26,4,12,2
351,19.9,17.62,64.42,28,5,12,2
410,20.5,19.99,57.27,28,8,12,3
"7,800",45.6,170.95,49.35,6,21,22,4
"3,980",42.6,93.33,60.48,5,13,22,3
870,20.6,42.26,78.07,35,12,12,3
575,13.6,42.26,78.07,34,12,12,3
660,18.5,35.73,63.79,33,6,14,3
770,19.5,39.46,73.56,34,13,14,3
980,34.9,28.09,54.49,4,13,15,2
949,33.8,28.09,54.49,1,13,15,2
"1,080",38.4,28.09,54.49,4,12,15,2
900,32,28.09,54.49,3,12,15,2
745,26.5,28.09,54.49,1,12,15,2
"1,185",33.6,35.22,50.13,2,7,15,3
"1,013",35.2,28.81,57.12,2,13,15,3
750,31.9,23.53,54.6,3,9,15,2
660,28.1,23.53,54.6,2,5,15,2
750,33.6,22.33,64.4,3,13,15,2
760,32.3,23.53,54.6,1,4,15,2
968,31.5,30.74,50.06,2,7,15,2
880,31,28.35,50.06,2,9,15,2
957,28.5,33.53,50.06,1,8,15,2
861,30.4,28.35,50.06,1,6,15,2
775,29.3,26.44,53.67,1,12,15,2
"1,800",39.5,45.58,66.48,4,15,15,2
416,12.7,32.68,55.26,23,10,35,3
930,17.6,52.91,74.87,35,13,14,4
900,17.9,50.22,74.52,34,9,14,4
850,16.5,51.45,74.31,34,11,14,3
"1,345",20.2,66.65,53.78,7,10,14,4
"1,425",26.2,54.43,57.28,9,10,14,4
"2,050",30.9,66.31,54.09,11,4,14,5
880,26.1,33.76,57.66,14,6,15,2
950,28.1,33.76,57.66,15,14,15,2
"1,140",32.4,35.14,56.44,15,14,15,2
"1,240",26.9,46.1,56.56,13,10,15,3
660,20.5,33.76,57.66,11,8,15,2
"1,245",34.4,34.74,54.06,1,3,15,3
"1,225",33.9,34.62,54.25,1,3,15,3
"1,220",33.2,35.2,54.4,1,3,15,3
"1,445",37.3,38.08,54.24,1,9,15,3
"1,235",33.5,35.29,54.24,1,2,15,3
"1,245",34.4,34.74,54.06,1,2,15,3
"1,225",33.9,34.62,54.25,1,2,15,3
"1,225",33.9,34.62,54.25,1,5,15,3
"1,465",40,35.2,54.4,1,5,15,3
"1,034",41.9,24.3,53.92,1,8,15,2
"1,453",39.5,35.29,54.24,1,3,15,3
"1,225",33.9,34.62,54.25,1,3,15,3
950,43.3,21.94,55.67,1,3,15,2
"1,390",35.9,38.37,54.4,1,13,15,3
"2,286",43.1,54.01,54.28,1,15,15,3
"2,800",50.2,57.79,54.52,1,15,15,3
"2,476",43.4,57.79,54.52,1,15,15,3
"2,260",42.6,53.92,54.38,1,15,15,3
"1,225",33.9,34.62,54.25,1,4,15,3
"1,165",34.3,33.92,52.78,1,3,15,3
"1,285",34.3,35.95,52.78,1,2,15,3
"1,305",35.2,35.71,53.15,1,2,15,3
"1,575",40.5,38.89,53.15,1,6,15,3
"1,050",22.5,46.76,55.07,29,10,14,4
676,14.2,47.77,53.25,25,4,14,4
"1,140",28,40.67,58.76,30,13,14,3
"1,050",25.6,40.99,58.87,29,11,14,3
"1,010",20.1,50.31,60.24,28,5,14,4
"1,320",23.4,56.37,53.77,28,9,14,4
"1,050",22.4,46.91,58.41,15,11,15,3
900,17,53.09,56.75,27,14,14,4
"1,000",14.5,68.78,45.13,28,3,14,3
"1,006",19.8,50.9,59.19,27,5,14,4
860,20.3,42.36,68.77,29,7,14,3
620,19.3,30.95,58.02,13,10,15,2
"1,060",24.6,43.13,58.07,14,8,15,3
"1,770",28.2,62.84,58.44,17,13,15,4
"1,235",19.7,62.84,58.44,13,11,15,3
"1,320",27.2,48.5,58.68,14,3,15,3
"1,360",27.4,49.64,57.68,15,6,15,3
"1,658",33.5,49.52,57.12,16,13,15,3
"1,550",31.3,49.52,57.12,15,12,15,3
900,18.3,49.17,73.91,35,7,11,4
500,12.1,41.42,72.39,31,5,11,3
"1,662",33,50.43,51.37,1,14,15,3
"1,150",34.3,36.91,53.39,1,2,15,2
"1,143",24.8,50.68,52.28,1,9,15,3
"1,300",25.7,52.44,53.45,2,11,15,3
"1,343",26.6,52.81,53.45,2,14,15,3
"1,470",28.8,52.44,53.45,2,10,15,3
"1,862",35.5,52.47,53.48,4,7,15,3
"1,190",23.1,52.47,53.48,2,4,15,3
716,25.9,27.65,52.39,2,3,15,2
700,25.3,27.69,52.35,3,4,15,2
850,30.8,27.58,52.47,3,3,15,2
"1,139",30.7,37.15,51.53,4,12,15,2
933,31.9,29.22,52.14,2,15,15,2
"1,600",30.9,53.82,52.54,3,5,15,3
"1,750",32.5,53.82,52.54,4,10,15,3
"1,058",30.8,34.37,59.84,2,3,15,3
"1,080",31.4,34.37,59.84,2,11,15,3
"1,100",28.4,38.68,59.83,2,14,15,3
"1,430",24.9,56.79,51.51,1,7,15,2
"1,377",23.8,56.79,51.51,2,3,15,2
"1,500",25.7,57.06,51.23,2,2,15,2
"1,430",24.9,56.79,51.51,1,5,15,2
"1,447",25.2,56.79,51.51,,6,15,2
"1,708",30,56.79,51.51,2,12,15,2
"1,676",26.7,62.42,52.28,2,14,15,2
"1,396",24,56.79,51.51,2,4,15,2
"1,401",24.9,55.12,51.85,1,7,15,2
"1,348",24.1,55.12,51.85,2,3,15,2
"1,346",24,55.12,51.85,2,2,15,2
"1,800",32.7,55.12,51.85,4,5,15,3
"1,388",24.9,55.12,51.85,2,5,15,2
"1,398",25.1,55.12,51.85,2,6,15,2
"1,598",25.6,61.5,51.85,2,12,15,2
"1,538",27.9,54.5,52.52,2,15,15,2
"1,348",24.3,55.12,51.85,2,4,15,2
"1,840",25.7,70.72,53.26,2,7,15,3
"1,790",24.8,70.72,53.26,2,3,15,3
"2,025",25.7,77.1,53.26,2,9,15,3
"1,808",25,70.98,53.05,2,2,15,3
"1,828",25.5,70.72,53.26,2,5,15,3
"1,888",26.3,70.72,53.26,2,8,15,3
"1,835",25.6,70.72,53.26,2,6,15,3
"1,905",26.9,70.72,53.26,2,11,15,3
"1,938",27.4,70.72,53.26,2,13,15,3
"2,128",27.2,77.1,53.26,2,12,15,3
"2,080",27.5,75.39,54.72,2,15,15,3
"1,983",27.9,70.72,53.26,2,12,15,3
"2,068",26.4,77.1,53.26,2,10,15,3
"1,788",24.8,70.72,53.26,2,4,15,3
"1,818",25.4,70.62,52.61,2,7,15,3
"1,839",25.9,70.62,52.61,2,3,15,3
"1,886",26.6,70.62,52.61,2,9,15,3
"1,850",25.8,70.88,52.4,2,2,15,3
"1,848",26,70.62,52.61,2,2,15,3
"2,070",26.3,77,52.61,2,8,15,3
"1,850",25.8,70.62,52.61,2,6,15,3
"2,388",31.7,77,52.61,2,12,15,3
"2,068",27.6,75.3,54.05,2,15,15,3
"2,116",27.2,77,52.61,2,14,15,3
"1,898",26.8,70.62,52.61,2,10,15,3
"1,948",23.5,77,52.61,2,4,15,3
960,26.1,36.77,61.13,18,2,13,3
862,36,23.95,62.33,18,11,13,2
"1,300",29.6,43.88,59.35,18,2,13,3
"1,180",27,43.75,59.54,16,11,13,3
"1,030",26.1,39.48,61.03,18,2,13,3
"1,200",22.5,53.45,55.15,17,10,13,4
880,12.7,69.31,58.39,30,13,16,4
"1,600",42.2,37.91,59.57,10,6,15,2
"1,000",37.9,26.38,58.85,8,13,15,2
980,39.2,25.03,57.43,9,6,15,2
830,31.7,26.16,55.31,7,12,15,2
630,25.2,25.03,57.43,7,4,15,2
"1,045",45,23.24,60.29,10,3,15,2
600,25.8,23.24,60.29,7,4,15,2
"2,350",38,61.92,55.3,1,3,15,4
"2,330",37.6,61.92,55.3,1,5,15,4
"2,625",42.4,61.92,55.3,1,13,15,4
"2,500",40.4,61.92,55.3,1,15,15,4
"2,380",37.2,63.94,53.28,1,3,15,4
"2,400",37.5,63.94,53.28,1,4,15,4
"1,620",39.6,40.95,64.12,1,3,15,3
"1,675",34.3,48.77,51.5,1,2,15,3
"1,995",40.4,49.43,51.6,1,13,15,3
"1,635",33.1,49.43,51.6,1,4,15,3
"1,370",33,41.57,56.35,1,2,15,3
"1,335",31.9,41.79,57.49,1,2,15,3
"1,548",32.1,48.18,52.96,1,3,15,3
"1,580",32.4,48.78,51.88,1,2,15,3
"1,530",33.4,45.74,57.09,1,3,15,3
"1,477",32.3,45.74,57.09,1,2,15,3
"2,090",35.5,58.88,56.3,3,6,29,3
"2,470",41.5,59.47,55,5,4,29,3
"2,960",32.9,94.75,52.9,1,27,29,3
"3,130",33.6,94.75,52.9,2,29,29,3
"3,070",33.1,94.75,52.9,2,28,29,3
"3,200",35.2,94.75,52.9,2,20,29,3
"2,760",28.9,94.12,52.9,2,18,29,3
"1,966",31.2,64.96,55.62,1,10,29,3
"1,670",25.1,66.59,55.68,2,3,29,3
"3,000",38.5,77.84,54.85,5,29,29,3
"2,470",32.2,77.84,54.85,2,29,29,3
"2,198",31.8,70.06,54.85,1,28,29,3
"2,410",34.6,70.69,54.85,2,20,29,3
"1,550",23.3,67.22,55.68,2,2,29,3
"2,000",28.3,70.69,54.85,2,18,29,3
"2,100",31.7,67.24,55.66,2,10,29,3
"1,270",22.6,57.7,55.63,1,3,29,3
"1,615",28.4,57.05,55.68,2,29,29,3
"1,410",23.2,60.05,55.63,1,2,29,3
"1,370",25.4,54.06,55.68,1,17,29,3
"1,385",23.9,57.7,55.63,1,12,29,3
"1,500",26.8,57.05,55.68,2,18,29,3
"1,750",30.1,60.68,55.63,1,10,29,3
"1,295",22.9,57.7,55.63,1,4,29,3
"2,928",34.7,84.29,51.39,7,3,14,3
"2,050",25.8,79.34,51.14,5,2,14,3
"2,880",33.9,85.01,51.39,5,6,14,3
"2,980",35.1,85.01,51.39,7,10,14,3
"2,808",32.1,85.01,51.39,3,10,14,3
"2,100",21.8,85.43,51.52,4,6,14,3
"2,800",31.6,85.43,51.52,3,13,14,4
"3,118",36.5,85.43,51.52,8,10,14,3
"1,900",33.3,57.03,51.03,6,3,14,3
"2,235",35,62.48,50.19,4,6,14,3
"2,600",41.1,63.31,50.03,8,11,14,3
"2,460",43,57.27,50.04,6,12,14,3
"2,288",40.5,56.55,50.04,7,10,14,2
"1,790",30.4,56.55,50.04,3,10,14,3
755,19.6,38.53,73.58,35,5,14,3
800,20.8,38.53,73.58,35,6,14,3
770,17.5,44.07,75.12,32,2,14,3
875,19.2,45.68,75.54,32,4,14,4
"2,560",22.8,112.15,64.52,27,11,28,6
"2,080",23.2,89.57,62.11,26,12,28,4
"2,278",22.3,102.02,63.58,26,17,28,5
"2,700",23.2,116.63,66.85,25,19,28,6
"2,650",23,115.33,66.85,26,20,28,5
"1,960",18.4,106.69,62.71,26,5,28,4
"1,912",25,76.47,64.71,27,8,28,4
"2,020",22.6,89.57,65.38,26,8,28,4
"2,588",22.8,113.44,66.85,26,8,28,6
"2,650",25.5,104.04,63.58,27,8,28,4
"2,400",31.4,76.47,64.71,26,12,28,3
"1,850",18.1,102.02,63.58,23,12,28,4
"2,600",22,117.93,66.85,26,12,28,4
"2,120",23,92.23,65.38,24,20,28,4
"1,970",22.1,88.99,65.38,23,22,28,4
"1,750",15.1,116.04,62.35,24,22,28,4
"2,300",29.3,78.54,64.71,27,23,28,4
"2,350",22.4,104.76,61.95,26,26,28,4
"1,570",23.6,66.4,69.5,36,3,14,5
"1,560",23.3,67.04,52.16,2,3,15,3
"2,800",41.8,67.04,52.17,6,10,15,4
"1,752",23.9,73.38,53.02,2,7,15,3
"1,972",25,78.73,53.01,2,9,15,3
"1,797",24.5,73.38,53.02,2,8,15,3
"3,000",38.1,78.73,53.01,4,12,15,3
"1,888",35.3,53.54,51.3,5,4,15,2
"1,751",25.8,67.97,52.03,2,12,15,3
"2,800",41.2,67.97,52.03,6,15,15,3
"1,965",26.8,73.31,52.03,2,14,15,3
"3,080",41.5,74.2,53.27,6,7,15,3
"2,955",39.8,74.2,53.27,5,6,15,3
"1,477",27.7,53.39,51.46,2,11,15,3
"1,739",25.6,67.97,52.02,2,11,15,3
"1,763",25.9,67.97,52.02,2,12,15,3
"1,797",26.4,67.97,52.02,2,15,15,3
"1,901",25.9,73.42,53.88,2,7,15,3
"1,860",25.3,73.42,53.88,2,5,15,3
"2,039",27.8,73.42,53.88,2,13,15,3
"2,070",28.3,73.1,53.88,2,15,15,3
"2,190",27.8,78.77,53.88,2,14,15,3
"2,327",29.5,78.77,53.88,2,4,15,3
"3,050",42,72.55,51.93,6,3,15,4
"1,830",27.2,67.2,51.92,2,13,15,3
"1,843",27.4,67.2,51.92,2,15,15,3
"2,500",34,73.45,53.9,7,3,15,3
"2,000",27.2,73.45,53.9,5,3,15,3
"2,130",27,78.8,53.9,2,9,15,3
"2,260",28.7,78.8,53.9,2,15,15,3
"2,500",33.8,73.87,53.9,6,4,15,4
380,14.8,25.72,68.31,27,11,12,2
535,24.2,22.11,61.77,29,10,12,2
438,16.1,27.18,65.38,27,4,12,2
580,23.1,25.07,69.31,29,6,12,3
850,22.8,37.33,69.26,29,7,12,3
530,20.4,25.95,68.85,29,7,12,2
"2,218",27.3,81.22,58.34,13,9,15,4
"1,750",21.6,81.19,58.71,12,2,15,4
"1,888",23,82.09,58.34,12,6,15,4
"2,100",24.3,86.45,58.54,13,11,15,4
"2,270",27.9,81.4,58.54,14,13,15,4
"2,150",26.4,81.4,58.54,13,13,15,4
"2,300",28,82.09,58.34,15,14,15,4
"2,200",26.8,82.09,58.34,13,14,15,4
"2,150",26,82.09,58.34,15,4,15,4
"2,380",29,82.09,58.34,14,4,15,4
"1,380",20.8,66.4,55.43,10,7,15,4
"1,366",20.6,66.4,59.99,14,9,15,3
"1,130",27.2,41.49,57.55,13,13,15,3
"1,058",25.5,41.49,54.65,12,15,15,3
"2,150",32.4,66.4,59.99,15,14,15,2
"3,995.60",41.2,96.98,58.04,4,8,26,4
"5,680",52.3,108.63,58.18,3,18,26,4
"3,743.10",40.4,93.52,56.96,4,7,26,4
"3,950",42.6,92.74,56.95,5,5,26,4
"3,568.50",41.2,87.64,56.96,4,8,26,3
"4,480",47.8,93.63,56.96,3,18,26,4
"3,997.50",42.9,93.52,56.96,4,10,26,3
"3,236.60",39.6,82.38,56.55,4,6,26,5
"3,902.80",49.6,82.38,56.55,4,17,26,3
"4,240",51.4,82.49,56.54,3,18,26,4
"3,129.50",41.2,76.51,56.54,4,8,26,3
"3,998.50",41.2,99.4,56.96,4,8,26,4
"4,935.30",49.6,105.28,56.96,4,17,26,4
"3,995.60",41.2,96.98,58.04,4,8,26,4
"1,620",32.6,49.64,57.25,3,3,15,3
"1,650",34,48.5,57.04,2,8,15,3
643,28.4,22.67,56.42,1,11,15,2
643,28.4,22.67,56.42,1,12,15,2
"1,650",34.6,47.66,57.25,2,15,15,3
650,28.7,22.67,56.42,1,10,15,2
899,39.7,22.67,56.42,4,4,15,2
"1,846",38.3,50.74,56.85,2,2,15,3
"1,750",34.2,51.1,56.84,1,5,15,3
"1,700",33,51.57,56.93,1,10,15,3
"1,836",38.3,50.73,56.85,2,2,15,3
"1,950",40.8,51.1,56.85,1,11,15,3
"1,400",33.3,42.05,56.79,1,5,15,3
"2,068",43.2,50.84,56.79,1,15,15,3
"2,667",37.5,78.42,58.34,1,2,15,4
"1,225",22.5,54.43,57.29,8,7,14,3
"1,600",22.3,71.68,54.08,8,3,14,4
720,20.5,35.14,56.44,12,7,15,2
630,19.1,32.91,59.52,12,2,15,2
700,15.1,46.31,54.92,26,12,14,4
615,14,43.91,69.02,25,13,14,4
"1,190",21.9,54.26,60.39,13,11,15,4
"1,000",23.2,43.13,58.07,14,11,15,3
"1,306",21.3,61.33,58.98,13,11,15,3
760,12.7,59.71,75.69,31,9,11,4
440,8.9,49.32,62.13,31,6,11,3
"1,133",22,52.45,53.46,1,3,15,3
"1,180",22.8,52.54,53.36,1,2,15,3
"1,168",22.5,52.45,53.46,1,5,15,3
"1,200",22.5,52.45,53.46,1,6,15,3
"1,325",25,53.27,53.47,1,15,15,3
"1,170",22.5,52.45,53.46,1,4,15,3
"1,261",23.8,52.44,53.45,1,9,15,3
"1,305",25,52.44,53.45,1,13,15,3
"1,286",24.5,52.44,53.45,1,12,15,3
"1,218",23.2,52.47,53.48,1,7,15,3
"1,128",21.9,52.47,53.48,1,3,15,3
"1,130",21.5,52.47,53.48,1,5,15,3
"1,260",23.9,52.47,53.48,1,11,15,3
"1,265",24.2,52.15,53.48,1,13,15,3
"1,250",24,52.47,53.48,1,12,15,3
"1,275",24,52.47,53.48,1,15,15,3
"1,285",24.3,53.29,53.48,1,14,15,3
"1,060",20.8,52.54,53.36,1,2,15,3
"1,300",24.6,52.45,53.46,1,15,15,3
"1,150",22.4,52.45,53.46,1,4,15,3
700,25.2,27.78,52.13,2,2,15,2
880,24.6,36.14,52.39,1,13,15,2
706,25.5,27.65,52.39,1,12,15,2
866,25,36.14,52.39,1,15,15,2
915,26,36.14,52.39,1,14,15,2
850,23.5,36.19,52.35,1,13,15,2
870,24,35.87,52.35,1,14,15,2
835,22.8,35.76,52.47,1,7,15,2
780,21.2,35.95,52.11,1,2,15,2
980,28.3,36.08,52.47,1,10,15,2
720,20.5,36.65,52.13,1,2,15,2
856,23.5,35.83,52.39,1,13,15,2
850,23.3,35.83,52.39,1,12,15,2
840,23.7,36.14,52.39,1,14,15,2
775,21.5,37.15,51.53,1,7,15,2
758,20.2,36.83,51.53,1,3,15,2
765,21.1,37.55,51.48,1,2,15,2
800,20.4,37.15,51.53,1,5,15,2
800,21.3,37.15,51.53,1,6,15,2
855,22.3,37.15,51.53,1,11,15,2
860,23.2,37.15,51.53,1,12,15,2
900,24.6,37.15,51.53,1,15,15,2
888,23.7,37.15,51.53,1,14,15,2
761,21.3,37.53,51.53,1,4,15,2
838,22.2,37.39,52.14,1,7,15,2
838,21.8,37.74,52.09,1,2,15,2
940,25,37.71,52.14,1,14,15,2
"1,091",30.5,37.39,52.14,1,10,15,2
830,22.9,38.09,52.14,1,4,15,2
"1,105",21.1,53.82,52.54,1,3,15,3
"1,235",22.9,53.82,52.54,1,9,15,3
"1,142",20.1,53.82,52.54,1,2,15,3
"1,290",23.7,53.51,52.54,1,11,15,3
"1,275",23.8,53.82,52.54,1,12,15,3
"1,277",23.8,53.82,52.54,1,15,15,3
"1,328",24.1,53.82,52.54,1,14,15,3
"1,490",28.1,53.82,52.54,1,10,15,3
"1,169",21.6,53.82,52.54,1,4,15,3
"1,450",25.3,56.79,51.51,1,9,15,2
"1,448",25.3,56.79,51.51,1,8,15,2
"1,480",25.9,56.79,51.51,1,11,15,2
"1,688",25.8,63.17,51.51,1,13,15,2
"1,580",27.9,56.04,52.28,1,15,15,2
"1,498",26,56.79,51.51,1,10,15,2
"1,430",25.7,55.12,51.85,1,9,15,2
"1,410",25.3,55.12,51.85,1,8,15,2
"1,550",24.8,61.5,51.85,1,11,15,2
"1,680",27.2,60.88,52.52,1,14,15,2
"1,450",25.3,55.12,51.85,1,10,15,2
"2,058",26.7,77,52.61,1,11,15,3
950,22.8,41.72,53.87,15,8,13,3
830,20.3,40.81,59.47,15,7,13,3
855,19.5,43.8,59.47,14,11,13,3
"1,050",26,40.32,59.71,6,9,15,3
"1,230",24.4,50.45,54.21,6,11,15,3
"1,330",25,53.24,47.14,6,10,15,3
615,24.6,25.03,57.43,6,3,15,2
"1,365",23.8,57.11,55,1,3,29,3
"1,320",22.8,57.23,55,1,2,29,3
"1,520",24.1,64.96,55.62,1,3,29,3
"2,828",30.8,94.75,52.9,1,25,29,3
"2,938",32.3,94.75,52.9,1,26,29,3
"2,745",30.2,94.75,52.9,1,24,29,3
"1,500",23.8,64.96,55.62,1,2,29,3
"2,620",27.9,94.09,52.92,1,17,29,3
"2,635",28.3,94.09,52.92,1,15,29,3
"2,605",27.9,94.72,52.92,1,14,29,3
"1,558",24.4,64.96,55.62,1,4,29,3
"1,596",24,66.59,55.67,1,3,29,3
"1,720",25.3,72.03,55.66,1,9,29,3
"2,045",28.9,75.6,54.85,1,21,29,3
"2,280",31,75.6,54.85,1,27,29,3
"2,125",29.5,75.48,54.85,1,23,29,3
"2,085",29,75.48,54.85,1,22,29,3
"2,210",30.3,75.6,54.85,1,25,29,3
"2,228",30.8,74.85,54.85,1,26,29,3
"2,120",29.9,75.6,54.85,1,24,29,3
"1,623",24.8,67.24,55.66,1,5,29,3
"1,720",25.1,72.15,55.66,1,8,29,3
"1,636",24.8,67.24,55.66,1,6,29,3
"1,988",27.4,75.48,54.85,1,17,29,3
"1,893",27.4,70.06,54.85,1,14,29,3
"1,610",24.5,66.59,55.67,1,4,29,3
"1,330",23.3,57.7,55.63,1,7,29,3
"1,480",26.3,61.84,55.68,1,21,29,3
"1,520",28.1,57.05,55.68,1,28,29,3
"1,460",26.8,56.41,55.68,1,23,29,3
"1,430",26.5,56.41,55.68,1,22,29,3
"1,475",26.8,57.05,55.68,1,25,29,3
"1,580",28.3,57.05,55.68,1,28,29,3
"1,520",27.4,57.05,55.68,1,26,29,3
"1,520",27.4,56.41,55.68,1,24,29,3
"1,760",32.4,57.05,55.68,1,20,29,3
"1,295",22.7,57.7,55.63,1,5,29,3
"1,320",23.1,57.81,55.63,1,8,29,3
"1,300",22.7,57.81,55.63,1,6,29,3
"1,398",25.5,57.05,55.68,1,19,29,3
"1,300",24.9,54.06,55.68,1,16,29,3
"1,370",25.4,54.06,55.68,1,14,29,3
"2,815",32.3,85.01,51.39,4,7,14,3
"2,880",33,84.29,51.39,4,9,14,3
"2,780",31.4,84.29,51.39,4,5,14,3
"1,860",22.3,78.98,51.39,4,8,14,3
"2,150",22.8,85.43,51.52,4,7,14,3
"3,200",37.5,84.71,51.52,4,9,14,3
"1,958",23.8,79.2,51.09,4,2,14,3
"2,770",31.5,85.43,51.52,4,5,14,3
"2,380",29.2,79.39,51.52,4,4,14,3
"1,960",33.6,57.89,50.19,4,7,14,3
"1,700",29.4,57.89,50.19,4,5,14,3
"2,010",34.1,57.16,50.19,4,4,14,3
"2,200",34.4,63.31,50.04,4,7,14,3
"1,950",33.6,57.27,50.04,4,4,14,3
"2,628",23.3,112.73,66.85,23,9,28,6
"2,100",23.4,89.57,65.38,24,13,28,3
"1,775",17.3,91.58,65.38,24,19,28,4
"1,950",19.1,102.02,63.58,24,9,28,4
"1,578",23.5,67.04,52.16,3,6,15,3
"1,793",26.7,67.04,52.16,2,15,15,3
"2,200",30.4,72.39,52.16,3,14,15,3
"1,758",24,73.38,53.02,3,3,15,3
"1,952",24.8,78.73,53.01,2,5,15,3
"2,060",26.2,78.73,53.01,3,11,15,3
"2,200",27.9,78.73,53.01,3,4,15,3
"1,766",26,67.97,52.03,2,13,15,3
"2,005",25.2,79.54,53.27,2,5,15,3
"2,000",27.3,73.32,52.02,3,13,15,3
"2,012",27.4,73.32,52.02,3,14,15,3
"1,878",25.6,73.42,53.88,3,3,15,3
"1,918",25.8,74.26,53.88,3,6,15,3
"2,580",35.6,72.55,44.27,3,11,15,4
"1,979",26.9,73.45,53.9,3,3,15,3
"1,909",26,73.45,53.9,3,5,15,3
"2,100",26.6,78.8,53.9,2,6,15,3
"1,891",25.6,73.87,53.9,3,4,15,3
948,22.8,41.49,57.55,11,7,15,3
"1,388",23.3,59.54,62.8,11,14,15,4
"1,560",9.6,162.69,69.83,31,12,12,6
