price_total,price_unit,area,ratio,age,Floor,Height,Building_layout
470,12.3,38.12,67.08,23,17,35,3
628,18.3,34.29,67.1,25,20,35,3
450,13.1,34.29,67.1,25,20,35,3
400,14,28.65,63.03,25,20,35,2
538,15.7,34.29,67.1,26,22,35,3
660,19.2,34.29,67.1,28,23,35,3
625,18.2,34.29,67.1,25,23,35,3
450,13.1,34.29,67.1,25,23,35,3
500,12.9,38.73,67.09,23,25,35,3
425,14.9,28.61,62.97,25,26,35,2
430,15,28.61,62.97,26,27,35,2
625,18.2,34.27,67.15,27,28,35,3
570,16.6,34.27,67.15,26,34,35,3
425,12.4,34.27,67.15,23,5,35,3
660,14.7,45.46,65.51,26,6,35,3
580,12.8,45.46,65.51,24,8,35,3
436,15.2,28.65,63.03,26,8,35,3
460,13.4,34.29,67.1,24,9,35,3
465,16.2,28.65,63.03,27,10,35,2
770,16.9,45.46,65.51,25,10,35,3
640,14.1,45.46,65.51,26,13,35,3
410,14.3,28.65,63.03,25,15,35,2
650,19.9,32.68,55.26,26,16,35,2
680,14.3,47.47,62.48,26,16,35,3
392,11.4,34.29,67.1,24,18,35,2
740,19.4,38.12,67.1,27,19,35,3
470,13.7,34.29,67.1,26,19,35,3
495,15.1,32.68,63.03,24,22,35,3
595,17.3,34.29,67.1,27,22,35,2
630,18.2,34.7,66.32,25,26,35,3
450,13,34.7,66.32,25,26,35,3
750,19.4,38.7,67.12,25,27,35,3
540,14,38.7,67.15,24,27,35,3
405,14.2,28.61,62.97,25,28,35,2
835,17.5,47.74,62.65,25,29,35,3
390,13.6,28.61,62.97,25,31,35,2
502,14.6,34.27,67.15,26,31,35,3
710,12.7,51.77,62.36,25,32,35,3
470,16.4,28.61,62.97,26,34,35,2
495,14.4,34.27,67.15,25,5,35,3
625,15,41.63,65.51,27,5,35,3
453,13.2,34.29,67.1,25,8,35,3
660,15.9,41.63,65.51,27,8,35,3
565,13.6,41.63,65.51,25,8,35,3
460,16.1,28.65,63.03,26,9,35,3
680,16.1,42.12,54.43,24,23,35,3
618,15.3,40.31,62.84,26,12,35,3
525,14.4,36.48,62.84,26,16,35,3
680,18.7,36.46,62.89,27,4,35,3
460,10.3,44.85,66.47,23,11,35,3
530,13.8,38.53,61.68,23,12,35,3
680,17.7,38.53,61.68,27,14,35,3
720,15.2,47.47,62.48,27,19,35,3
820,18.4,44.57,58.33,27,20,35,3
630,14.1,44.57,58.33,25,20,35,3
924,19.5,47.47,62.48,27,25,35,3
760,16,47.47,62.48,25,25,35,3
590,12.4,47.74,62.65,25,26,35,3
545,11.4,47.74,62.65,24,28,35,3
720,15.1,47.74,62.65,25,90,35,3
598,14.6,41.03,66.47,27,4,35,3
620,16.1,38.53,61.68,25,5,35,3
610,13.6,44.85,66.47,25,6,35,3
530,12.5,42.35,56.11,23,7,35,3
620,15.1,41.03,66.47,25,8,35,3
553,16.1,34.29,67.1,27,10,35,3
800,17.6,45.46,65.51,27,10,35,3
620,14.9,41.63,65.51,24,11,35,4
365,12.7,28.65,63.03,24,12,35,2
530,11.7,45.46,65.51,23,13,35,3
510,17.8,28.65,63.03,27,14,35,2
500,14.6,34.29,67.1,25,14,35,3
670,16.1,41.63,65.51,26,16,35,3
575,13.8,41.63,65.51,25,17,35,3
430,15,28.65,63.03,26,18,35,2
528,12.7,41.63,65.51,24,18,35,3
482,16.8,28.65,63.03,27,22,35,3
567,13.6,41.63,65.51,25,22,35,3
500,12,41.63,65.51,24,22,35,3
500,15.4,32.48,63.03,25,23,35,3
732,16.1,45.46,65.51,27,23,35,3
430,15,28.65,63.03,27,24,35,3
540,14,38.52,66.32,24,26,35,3
415,14.5,28.61,62.97,25,28,35,2
560,16.3,34.27,67.15,27,28,35,3
620,14.8,41.9,65.66,27,28,35,3
710,16.9,41.9,65.66,27,29,35,3
550,13.1,41.9,65.66,25,29,35,3
590,15.2,38.7,67.15,25,30,35,3
585,18,32.44,62.97,25,31,35,2
530,15.5,34.27,67.15,26,33,35,3
630,16.5,38.09,67.15,25,34,35,3
490,14.5,32.44,62.97,25,35,35,2
725,15.9,45.46,65.51,27,5,35,3
550,13.2,41.63,65.51,27,6,35,3
500,14.6,34.27,67.15,27,7,35,3
515,13.5,38.12,67.1,24,9,35,3
740,17.3,42.76,62.01,27,18,35,3
690,16.4,42.15,62.01,27,19,35,3
825,17.1,48.33,56.42,25,19,35,3
750,17.2,43.63,58.48,25,24,35,3
620,13.8,43.63,58.48,25,24,35,3
550,14,39.23,58.44,26,4,35,3
520,11.8,43.9,62.12,26,4,35,3
568,12.9,43.9,62.12,26,5,35,3
620,14.1,43.9,62.12,26,6,35,3
652,15.5,42.15,62.01,26,7,35,3
585,14.2,41.29,66.63,25,29,35,3
536,14.7,36.48,62.84,26,10,35,3
700,18.2,38.53,61.68,27,11,35,4
650,15.3,42.35,61.68,25,13,35,3
561,15.4,36.48,62.84,27,15,35,3
880,20.8,42.35,61.68,27,20,35,3
680,16.1,42.35,61.68,25,20,35,3
585,14.3,41.03,66.47,25,21,35,3
515,12.5,41.29,66.63,24,26,35,3
785,19,41.29,66.63,27,28,35,3
550,13.3,41.29,66.63,26,28,35,3
560,13.6,41.29,66.63,26,34,35,3
730,16,45.73,66.63,25,35,35,3
715,16.6,42.96,61.68,27,5,35,3
510,12.4,41.03,66.47,24,7,35,3
550,15.1,36.46,62.89,26,7,35,3
550,13.6,40.51,56.59,25,9,35,3
730,15.1,48.33,62.72,25,11,35,3
432,15.2,28.45,63.48,27,12,35,3
580,18.9,30.67,58.89,27,15,35,2
850,20.8,40.84,64.7,26,17,35,3
540,15.7,34.49,58.89,27,17,35,3
700,15.1,46.32,60.27,24,20,35,3
430,10.8,34.49,58.89,24,22,35,2
410,11.1,37.01,64.7,23,24,35,3
450,14.7,30.63,58.83,25,26,35,2
530,15.4,34.45,58.83,25,28,35,2
530,15.4,34.45,58.83,25,30,35,2
532,15.4,34.45,58.83,26,31,35,2
500,14.5,34.45,58.83,26,32,35,2
500,11.2,44.51,61.27,27,5,35,3
730,17.6,41.47,62.13,27,6,35,3
435,15.3,28.45,63.48,26,8,35,2
540,13.8,39.2,58.48,25,10,35,3
570,13.5,42.15,62.01,24,12,35,3
960,20.1,47.66,58.48,27,14,35,3
610,15.9,38.32,62.01,26,17,35,3
765,15.8,48.33,62.12,25,17,35,3
573,14.6,39.2,58.48,23,19,35,3
660,15.7,42.15,62.01,25,21,35,3
870,19.9,43.63,58.48,26,21,35,3
605,15.8,38.32,62.01,27,22,35,3
660,13.7,48.33,62.12,25,4,35,5
718,16.4,43.9,62.12,28,5,35,3
580,15.1,38.32,62.01,26,6,35,3
595,12.1,43.26,58.44,25,6,35,3
610,15.6,39.23,58.44,27,7,35,3
460,16.2,28.45,63.48,27,11,35,2
822,16.8,48.94,62.72,26,17,35,3
468,16.4,28.45,63.48,27,18,35,2
650,15.9,40.84,64.7,25,20,35,3
532,15.4,34.49,58.89,27,20,35,2
530,14.3,37.01,64.7,25,23,35,3
480,16.9,28.45,63.48,26,24,35,2
438,15.4,28.41,63.42,26,31,35,2
360,12.7,28.41,63.42,24,32,35,2
595,18.5,32.23,63.42,26,33,35,3
580,13,44.51,61.27,26,4,35,3
530,11.9,44.51,61.27,24,5,35,3
437,15.4,28.45,63.48,25,7,35,2
"5,100",42.1,121.28,55.51,10,34,41,3
"5,500",43.3,127.07,55.51,9,23,41,3
"5,425",45,121.28,55.51,8,35,41,3
"6,500",52.7,127.07,55.51,11,34,41,3
"5,468",43,127.07,55.51,10,30,41,4
"4,680",38.6,121.28,55.51,9,24,41,3
"3,988",33.8,117.86,56.96,8,14,41,3
"3,990",33.2,121.28,55.51,7,10,41,3
"11,500",44.8,258.02,51.96,8,10,41,3
"11,188.90",42.4,264.28,51.45,10,4,41,5
"1,500",21.4,69.93,55.39,23,4,14,4
"1,900",31.4,60.44,65.33,26,7,14,4
"1,230",33.7,40.97,55.18,2,3,13,2
"1,450",26.1,55.61,42.8,1,9,13,2
"1,750",29.3,59.7,53.15,2,9,13,2
"1,750",29.3,59.7,53.15,2,9,13,3
"1,520",34.8,47.61,57.49,1,2,13,3
"1,620",32,50.7,53.14,2,5,13,3
"1,330",34.8,37.62,56.71,1,14,15,2
"1,200",31.9,37.62,56.71,1,10,15,3
880,18.5,47.68,76.92,39,5,12,4
940,21.9,42.85,76.22,39,10,12,4
900,19.2,46.81,71.39,34,5,17,4
680,14.5,46.81,71.39,31,5,17,4
650,22.8,28.52,65.71,35,6,17,2
630,20.9,30.2,88.09,40,6,12,3
"2,445",27.2,89.82,79.21,37,9,12,4
"1,300",20.8,62.39,58.06,12,12,15,2
830,24.2,34.25,71.83,31,3,11,3
666,18.7,35.57,71.87,30,10,11,3
750,21.1,35.57,71.87,29,11,11,3
990,22.8,43.36,53.06,27,10,13,3
810,22.2,36.41,63.17,29,6,13,3
500,13.7,36.41,63.17,28,6,13,2
750,19,39.45,64.33,29,6,13,3
"1,080",23.3,46.31,53.72,29,6,13,3
850,18.4,46.31,53.72,28,6,13,2
"1,200",22.1,64.61,48.68,1,7,11,3
"1,010",20.7,53.61,48.68,1,3,11,3
"1,095",22.4,53.62,48.68,1,8,11,3
"1,072",21.9,53.62,48.68,1,6,11,3
545,23.1,23.55,76.28,31,14,15,2
750,16.9,44.33,72.07,30,12,12,3
"2,668",32.5,82.05,58.93,10,18,20,3
"2,222",30.3,73.23,58.93,10,4,20,4
"2,050",28,73.23,58.93,8,10,20,3
"1,600",27.1,59.07,57.92,9,14,20,3
"1,520",25.7,59.07,57.92,5,14,20,3
"1,650",27.7,59.65,57.26,9,3,20,3
"1,460",24.8,58.83,49.47,5,18,20,4
545,13.9,39.27,73.35,31,6,12,3
"1,025",14.2,72.25,61.87,30,15,16,5
710,16.8,42.14,61.57,35,4,14,3
450,8.3,54.45,73.4,34,8,16,4
580,9.6,60.3,57.44,31,13,16,3
630,16,39.3,68.8,31,12,13,3
650,20.8,31.18,74.88,30,14,15,2
690,22.1,31.18,74.88,29,14,15,2
894,18.8,47.5,60.54,28,7,15,4
650,20.7,31.44,74.28,30,11,15,3
708,17.9,39.66,61.2,29,11,15,3
"1,000",19.8,50.53,60.13,28,11,15,3
"1,050",20.8,50.53,60.13,29,12,15,3
"1,210",25.3,47.88,60.05,30,12,15,3
640,20.3,31.57,73.98,30,14,15,2
690,21.9,31.57,73.98,29,14,15,2
"1,040",20.6,50.53,60.13,30,3,15,4
"1,000",20.9,47.88,60.05,30,3,15,4
750,21.9,34.23,70.91,28,4,15,3
762,22.3,34.23,70.91,30,5,15,3
600,17.5,34.23,70.91,29,5,15,3
570,16.7,34.19,70.99,26,5,15,3
685,20,34.23,70.91,29,9,15,3
835,31.8,26.22,56.5,11,9,13,2
735,25,29.36,55.38,8,9,13,2
712,24.2,29.36,55.38,8,5,13,2
760,22.4,33.54,56.8,8,5,13,2
650,24.8,26.22,56.5,7,6,13,3
832,31.7,26.22,56.5,10,12,13,2
850,25.3,33.54,56.8,10,4,13,2
720,22.8,31.62,56.5,6,7,13,2
808,12.5,64.65,77.06,31,9,14,4
"1,520",29.8,51.02,57.08,9,13,13,3
730,24.4,29.88,87.21,38,8,12,3
920,20.8,44.23,87.31,37,4,12,4
675,22.2,30.45,84.75,37,6,12,3
522,16.5,31.62,86.38,34,11,12,3
488,18.7,26.1,67.06,14,8,12,2
"1,604",35.4,43.69,58.89,1,2,19,3
"1,880",39.2,47.97,58.88,1,5,19,3
"1,900",39.6,47.97,58.88,1,18,19,3
"1,700",34.9,50.34,53.64,1,2,19,3
"1,435",38.7,35.86,58.47,1,19,19,3
"1,395",38.3,35.86,58.47,1,15,19,3
"1,388",38.1,35.86,58.47,1,14,19,3
"1,515",41.9,36.14,58.29,1,7,19,3
"1,385",37.6,36.14,58.29,1,13,19,3
"1,610",43.7,36.14,58.29,1,16,19,3
"1,393",37.9,36.14,58.29,1,14,19,3
"1,719",38.5,48.34,57.89,1,18,19,3
"1,618",36.4,42.97,56.05,1,2,19,3
"2,120",38.9,54.43,52.11,1,16,19,2
"1,255",38.4,32.1,60.72,1,14,19,2
"1,400",43.4,32.1,60.72,1,14,19,2
"1,350",35.9,36.77,58.1,1,3,19,3
"1,465",38.6,36.77,58.1,1,19,19,3
940,27.4,34.29,68.32,26,11,13,3
690,13.3,52.01,68.33,24,4,13,4
"1,070",20,53.6,61.95,25,9,13,3
730,20.6,35.43,64.48,30,2,13,3
"1,000",21.3,46.93,67.07,30,6,13,4
700,21.7,32.3,70.72,30,8,13,3
680,19.8,34.37,66.46,30,9,13,3
650,13.7,47.28,66.58,26,9,13,3
680,20.4,33.32,68.12,28,11,13,3
447,13.4,33.32,68.12,28,11,13,3
"1,100",20.1,54.73,41.47,28,13,13,3
826,18.2,45.51,62.24,29,4,13,3
"1,943",27.7,70.1,53.39,10,8,11,4
650,15.1,43.13,73.54,31,9,12,4
"2,700",27.4,98.62,70.29,23,17,27,3
"3,000",30.4,98.63,56.5,7,31,33,3
"2,250",24.8,90.56,57.95,7,9,33,4
"2,550",28.4,89.77,57.82,9,29,33,4
"2,980",25.8,115.4,56,9,22,33,3
"2,730",23.7,115.4,56.01,8,24,33,3
"2,650",31.9,83.02,57.9,9,20,33,3
"2,400",26.8,89.48,57.87,8,12,33,3
"2,820",24.3,115.99,56.09,8,12,33,4
"2,326",25.4,90.12,57.83,7,14,33,3
"3,875",44.6,86.23,51.82,1,25,28,3
"3,640",45.2,80.59,51.82,1,28,28,3
"3,785",44.6,86.23,51.82,1,24,28,3
"3,758",46.8,80.59,51.82,1,13,28,3
"3,506",43.4,80.59,51.82,1,15,28,3
"2,750",43.5,63.27,55.77,1,24,28,3
500,12.3,40.54,74.23,39,4,23,3
"3,538",27.9,127,59.18,13,4,24,3
"2,468",28.4,86.88,65.63,23,7,14,4
"2,398",27.1,88.46,66.73,21,8,14,4
"2,575",26.7,96.59,64.46,23,10,14,4
"1,800",18.1,99.5,52.8,19,4,14,4
"1,288",22.2,58.14,65.01,35,11,12,3
"1,650",22.9,72.04,57.71,23,5,14,4
"2,200",31.5,69.76,59.67,24,11,14,4
"1,980",27.5,72.03,61.99,24,11,14,4
"1,800",24.5,73.36,56.51,23,4,14,4
786.6,17.3,45.51,67.15,25,5,11,3
"2,450",39.5,62.1,57.64,7,4,15,4
896,16.9,52.99,60.11,27,6,22,2
"1,400",22.2,63.13,55.51,13,3,19,3
"1,300",21.1,64.25,64.03,13,11,19,3
"2,500",24.3,102.86,61.48,17,17,19,3
"1,200",23.7,50.54,52.54,15,12,19,2
"1,850",21.4,86.63,57.25,15,16,19,4
"1,150",23.9,48.09,57.45,11,8,15,3
"1,800",25.8,69.83,53.02,15,5,15,4
"1,260",25.4,49.6,56.23,11,10,15,3
"1,340",20.6,64.96,76.62,35,10,17,5
545,19,28.61,73.95,35,8,17,3
620,21.9,28.34,69.64,34,8,17,3
595,21.7,27.47,71.83,35,13,17,3
"1,250",18.3,68.4,68.53,33,17,26,3
"1,428",21.5,66.39,71.26,34,11,26,4
"1,200",16.2,73.89,64.26,32,5,26,4
"2,586",32.4,79.91,55.81,15,3,15,4
"3,880",39.6,98,56.44,15,13,15,3
765,19.2,39.83,69.32,28,12,16,2
700,15.6,44.82,71.64,30,6,12,3
"2,280",36.7,62.12,58.47,5,10,15,4
"2,586",28.2,91.78,52.48,2,10,15,3
"1,950",29.9,65.16,57.99,4,4,15,4
"1,460",32.9,44.35,58.86,4,4,15,3
"1,636",31.9,51.21,57.64,5,11,15,2
"1,810",35.8,50.49,57.63,5,15,15,2
"2,050",40,51.28,57.49,6,13,15,3
"1,860",35.8,51.9,57.5,5,5,15,2
"1,500",28.9,51.9,57.5,3,14,15,3
"1,650",31.6,52.23,57.5,3,10,15,3
"1,550",26.6,58.21,57.57,1,12,21,3
"2,100",35.9,58.54,57.54,2,8,21,3
"2,386",29,82.32,59.39,2,11,21,4
"2,476",33.9,72.96,58.49,2,16,21,3
"2,730",27.4,97.67,56.63,5,23,27,3
"2,830",28.5,97.67,56.63,5,26,27,3
"2,980",30,97.67,56.63,6,20,27,4
"1,998",21.1,92.73,56.23,5,2,27,3
"2,020",26.9,75.17,55.3,7,3,27,4
"2,100",26.1,80.36,55.09,5,16,27,4
"2,208",26.7,79.4,55.3,6,25,27,3
"2,350",28.6,80.64,55.3,6,20,27,3
"2,538",24.9,98.18,56.3,6,20,27,3
"3,500",35.8,97.83,56.52,8,11,27,4
"1,250",18.8,66.35,54.85,30,11,16,4
"1,245",19.3,64.6,56.66,30,9,16,4
"1,430",19.2,74.46,52.78,30,16,16,4
"2,526",39.3,64.36,51.26,1,7,22,3
"2,636",41.7,64.36,51.26,2,3,22,3
"2,490",38.7,64.36,51.26,1,9,22,3
"2,998",43.3,70.08,51.26,2,21,22,3
"3,220",47.6,70.37,51.26,2,20,22,3
"2,650",41.2,64.07,51.26,2,2,22,3
"2,482",38.8,64.36,51.26,1,5,22,3
"2,500",38.5,64.36,51.26,1,6,22,3
"2,667",39.1,70.08,51.26,1,11,22,3
"3,200",46.8,70.08,51.26,2,17,22,3
"2,720",39.7,70.08,51.26,1,13,22,3
"3,190",47.6,70.37,51.26,2,19,22,3
"2,700",42.1,64.36,51.26,2,12,22,3
"2,750",40.8,70.37,51.26,1,15,22,3
"2,870",41.4,70.08,51.26,1,18,22,3
"3,136",47.1,70.37,51.26,2,16,22,3
"2,668",41.1,64.36,51.26,1,14,22,3
"2,646",42,64.07,51.26,2,4,22,3
"2,526",39.5,64.14,51.27,2,3,22,3
"2,430",38.1,64.43,51.27,1,9,22,3
"2,998",43.9,70.2,51.23,2,21,22,3
"3,170",48.3,67.64,53.58,2,22,22,3
"3,002",43.9,70.49,51.23,2,20,22,3
"2,543",40.1,64.14,51.27,2,2,22,3
"2,500",38.9,64.43,51.27,1,5,22,3
"2,490",38.5,64.43,51.27,1,6,22,3
"2,680",39.3,70.15,51.27,1,11,22,3
"3,120",45.6,70.2,51.23,2,17,22,3
"2,740",39.7,70.15,51.27,1,13,22,3
"2,897",42.6,70.49,51.23,1,19,22,3
"2,820",43.9,64.43,51.27,2,12,22,3
"2,668",41.2,64.43,51.27,1,15,22,3
"2,872",42,70.2,51.23,1,18,22,3
"2,743",40.7,70.44,51.27,1,14,22,3
"2,462",38.5,64.43,51.27,1,10,22,3
"2,538",39.5,64.14,51.27,2,4,22,3
"2,177",39,56.78,52.52,2,3,22,3
"2,508",44.5,57.07,52.52,2,21,22,3
"2,400",41.4,61.84,53.83,1,22,22,3
"2,470",44.4,57.07,52.52,2,20,22,3
"2,146",38.6,57.07,52.52,1,2,22,3
"2,146",38.5,56.78,52.52,1,5,22,3
"2,212",39.5,56.78,52.52,1,11,22,3
"2,500",44.5,57.07,52.52,2,17,22,3
"2,218",39.6,57.07,52.52,1,13,22,3
"2,385",42.3,57.07,52.52,2,19,22,3
"2,370",42.4,56.78,52.52,2,12,22,3
"2,215",39.6,57.07,52.52,1,15,22,3
"2,365",42,57.07,52.52,1,18,22,3
"2,560",46.2,57.07,52.52,2,16,22,3
"2,273",40.7,57.07,52.52,1,14,22,3
"2,198",39.2,57.07,52.52,2,4,22,3
"2,225",38.7,58.44,53.62,1,3,22,3
"2,658",44.2,64.15,53.62,1,21,22,3
"2,660",43.9,64.15,53.62,1,22,22,3
"2,745",45.4,64.44,53.62,2,20,22,3
"2,188",38,58.44,53.62,1,2,22,3
"2,355",41,58.44,53.62,1,11,22,3
"2,520",43.8,58.44,53.62,2,17,22,3
"2,538",43.8,58.44,53.62,2,12,22,3
"2,496",43,58.44,53.62,1,18,22,3
"3,076",53.9,58.44,53.62,2,16,22,3
"2,218",38.9,58.44,53.62,1,4,22,3
"2,363",39.3,60.65,52.79,1,7,22,3
"2,370",39.4,60.25,52.79,1,3,22,3
"2,693",45.2,60.25,52.79,2,9,22,3
"2,498",42.2,60.25,52.79,1,21,22,3
"2,668",43.2,63.8,55.3,1,22,22,3
"2,696",42.3,66.26,52.79,1,20,22,3
"2,336",38.8,60.25,52.79,2,2,22,3
"2,468",38.3,66.26,52.79,1,5,22,3
"2,335",39.7,60.25,52.79,1,8,22,3
"2,298",38.5,60.25,52.79,1,6,22,3
"2,420",40.5,60.25,52.79,1,11,22,3
"2,876",45.7,66.26,52.79,2,17,22,3
"2,698",42.3,66.26,52.79,1,19,22,3
"2,516",42.4,60.25,52.79,2,12,22,3
"2,488",42.3,60.25,52.79,1,18,22,3
"3,138",52.6,60.25,52.79,2,16,22,3
"2,475",41.3,60.25,52.79,1,14,22,3
"2,282",38.2,60.25,52.79,1,4,22,3
"2,456",42,59.21,53.71,2,9,22,3
"2,725",43.9,65.21,53.71,2,21,22,3
"2,938",47,64.92,53.72,2,20,22,3
"2,255",36.1,65.21,53.71,1,2,22,3
"2,170",37.5,59.21,53.71,1,5,22,3
"2,180",37.5,59.6,53.71,1,6,22,3
"2,288",39.3,59.21,53.71,1,11,22,3
"2,868",46.5,65.21,53.71,2,17,22,3
"2,488",42.1,59.21,53.71,1,19,22,3
"2,563",44,59.21,53.71,2,12,22,3
"2,530",40.8,65.21,53.71,1,15,22,3
"2,605",41.6,65.21,53.71,1,18,22,3
"2,900",46.7,64.92,53.72,2,16,22,3
"2,346",40.2,59.6,53.71,1,14,22,3
"3,235",41.7,79.3,50.78,2,7,22,3
"2,960",40.2,73.3,50.78,2,3,22,3
"3,368",43.2,79.01,50.78,2,9,22,3
"3,339",43.6,76.21,53.23,1,22,22,3
"2,838",38.2,73.3,50.78,1,2,22,3
"3,230",41.6,79.3,50.78,1,11,22,3
"3,372",43.1,79.3,50.78,2,12,22,3
"3,569",46.1,79.3,50.78,2,15,22,3
"3,675",47.6,79.3,50.78,2,18,22,3
"3,550",46.5,79.3,50.78,2,14,22,3
"3,260",41.7,79.01,50.78,2,10,22,3
"3,046",41.3,73.3,50.78,2,4,22,3
"3,150",40.8,79.34,50.83,1,3,22,3
"3,475",44.7,79.34,50.83,2,9,22,3
"2,800",37.5,73.34,50.83,1,2,22,3
"3,270",42.3,79.34,50.83,1,11,22,3
"3,865",49.3,79.34,50.83,2,17,22,3
"3,308",42.8,79.34,50.83,1,13,22,3
"3,780",48.9,79.34,50.83,2,19,22,3
"3,520",45.8,79.34,50.83,2,12,22,3
"3,564",45,79.34,50.83,1,18,22,3
"3,720",48,79.34,50.83,2,14,22,3
"3,098",42.4,73.34,50.83,2,4,22,3
900,24.7,36.46,54.31,29,3,13,3
"1,550",30.4,50.92,65.19,29,8,13,3
"1,171",32.1,36.46,54.31,30,8,13,3
"1,780",36.8,48.34,56.19,31,10,13,3
"1,099",30.2,36.34,66.49,31,3,13,3
"1,380",31.5,43.8,62.02,30,7,13,4
720,26.7,26.93,53.82,31,8,13,3
306,11.3,26.96,81.13,40,6,12,2
848,20.4,41.5,73.42,37,3,12,3
"1,088",25.7,42.39,74.31,33,6,12,2
850,18.3,46.35,80.46,37,7,12,4
"1,500",35.4,42.39,74.31,37,8,12,3
630,15.8,39.8,82.92,38,8,12,4
"1,170",28.2,41.54,46.82,2,7,15,3
840,25.2,33.32,46.83,3,33,15,2
925,27.8,33.32,46.83,3,3,15,3
"1,150",31.8,36.14,46.23,5,9,15,2
"1,145",31.7,36.14,46.23,5,9,15,2
"1,130",30.2,37.43,46.83,5,2,15,2
"1,100",29.4,37.43,46.83,2,2,15,3
"1,350",30.4,44.35,46.24,6,2,15,2
"1,125",25.4,44.35,46.23,2,2,15,3
"1,100",29.7,37.04,46.63,4,8,15,3
"1,100",29.7,37.04,46.63,2,8,15,3
"1,270",35.1,36.14,46.23,5,8,15,2
896,28,32.03,46.23,3,6,15,2
940,26,36.14,46.23,2,11,15,3
"1,006",25,40.25,46.23,2,13,15,3
"1,188",26.9,44.16,47.05,3,12,15,3
955,23.7,40.25,46.23,3,12,15,3
"1,795",33.2,54.06,47.07,3,15,15,2
"1,080",26.8,40.25,46.23,2,14,15,3
940,23.4,40.25,46.23,2,10,15,3
"1,180",23.7,49.75,46.83,2,4,15,3
832,25,33.31,71.81,28,15,17,3
655,26,25.18,67.56,28,17,17,2
735,20.5,35.87,66.69,27,9,17,3
680,19,35.87,66.69,26,9,17,3
760,21.6,35.19,64.82,26,4,17,3
518,13.7,37.7,66.29,24,3,17,3
888,22.1,40.26,62.09,27,5,17,3
572,14.2,40.26,62.09,24,6,17,3
950,28.7,33.08,67.32,28,5,17,3
750,11.9,63.04,62.64,25,8,14,5
"1,000",17.6,56.79,60.58,26,8,14,3
495,14.4,34.49,71.65,26,13,14,3
495,14.4,34.49,71.65,24,13,14,3
836,26.5,31.53,69.72,29,14,14,3
"1,133",24.9,45.56,71.95,29,9,14,3
650,27.6,23.58,71.28,29,14,14,2
600,25.4,23.58,71.28,27,14,14,2
650,27.3,23.82,70.56,29,4,14,2
950,19.6,48.57,62.25,28,5,14,4
"1,202",27,44.51,58.18,29,11,14,3
"1,560",19.6,79.75,60.18,15,9,15,4
"1,688",17.9,88.89,59.78,15,11,15,4
"1,668",24.2,69.06,58.04,16,13,15,4
"2,180",25.4,85.92,59.8,18,12,15,4
"1,925",26.4,73.01,58.49,17,12,15,4
"1,750",25,69.88,58.04,16,15,15,4
"1,530",22.8,66.97,58.78,16,15,15,4
"2,145",25.9,82.93,58.04,17,14,15,4
"1,920",22.1,86.74,59.8,17,4,15,4
"3,520",29.9,117.73,56.79,12,5,15,2
"2,580",22.9,112.49,56.79,11,8,15,3
"2,250",18.4,122.26,56.79,8,4,15,3
"1,100",20,54.94,62.66,36,5,17,4
660,17.9,36.97,67.37,35,8,17,3
650,18,36.19,67.55,35,6,17,3
698,18.9,36.97,67.37,35,12,17,3
685,18.5,36.97,67.37,35,15,17,3
730,13.3,54.94,62.66,32,13,17,4
678,33.6,20.2,57.42,14,7,13,2
430,29,14.81,50.64,13,9,13,2
520,25.7,20.2,57.42,15,8,13,2
510,28.5,17.9,46.4,15,6,13,2
605,24,25.16,57.42,13,11,13,2
861.9,34.3,25.16,57.43,16,12,13,2
510,22.3,22.87,46.39,12,10,13,2
570,22.7,25.16,57.42,13,4,13,2
522,15,34.81,77.1,36,3,12,3
500,16.3,30.7,74.49,36,5,12,3
600,19.6,30.63,74.67,38,8,12,3
610,17.4,35,66.2,34,12,12,2
620,17.7,35,66.2,35,5,12,3
"1,150",28.4,42.34,61.14,12,3,13,3
"1,300",30.8,42.34,61.14,13,11,13,3
"1,100",26,42.34,61.14,12,4,13,3
980,23.1,42.34,61.14,11,4,13,3
895,29.6,30.28,56.18,12,9,13,2
843,32.1,26.29,56.18,13,11,13,2
680,25.9,26.29,56.18,11,13,13,2
910,21.3,42.76,60.16,10,3,13,3
"1,160",27.4,42.34,61.14,11,12,13,3
"1,030",24.1,42.76,60.16,11,4,13,3
800,21.7,36.82,72.9,39,3,14,3
"1,588",24.2,65.66,59.24,8,3,15,3
"2,210",29.8,74.12,58.97,10,14,15,4
365,12.6,29.03,88.02,38,9,12,3
420,15.1,27.9,86.21,38,11,12,3
"1,630",37.7,43.25,57.74,9,9,24,3
"3,000",29.8,100.55,57.22,7,21,24,3
"3,077",31.7,97.01,57.22,7,23,24,3
"2,908",29.2,99.45,57.23,7,24,24,3
"3,147",31.6,99.45,57.23,6,24,24,3
"3,030",33.3,91.04,59.49,9,10,24,4
"1,520",35.1,43.25,57.74,10,8,24,2
"1,400",32.4,43.25,57.74,8,6,24,3
"2,460",34.2,71.97,57.17,9,13,24,4
"1,353",31.3,43.25,57.74,7,12,24,3
"2,550",35.4,71.97,57.17,10,18,24,4
"1,500",34.7,43.25,57.74,9,10,24,3
"1,320",30.5,43.25,57.74,9,4,24,3
"1,610",31.9,50.49,55.54,9,3,24,3
"3,700",35.8,103.25,58.31,10,22,24,4
"1,750",33.1,52.92,55.54,8,16,24,3
